INFOS GENERALES;;;;;;;;;;;;;;LOCALISATION;;;;;BIBLIOGRAPHIE;;;;METHODOLOGIE;;;;;TOPOGRAPHIE;;;;;PARAMETRES ABIOTIQUES;;;;;;;;;DESCRIPTION DE LA VEGETATION;;;;;;;;;;;;;;;;;;;DESCRIPTION DE LA HAUTEUR;;;;;;;;;TYPOLOGIE;;;;;;;;;;;;;;;;;;COMMENTAIRES;;
PROJECT;NAME_RELEVE;REPETITION;COMPLETE;DATE_S;AUTHOR;PROTOCOL;COVERSCALE;LOCA_METHOD;PRECISION;DEG_LONG;DEG_LAT;ALTITUDE;REF_GEO;DEPARTMENT;COUNTY;LOCALITY;NAT_REGION;;REFERENCE;TABLE_NR;NR_IN_TAB;;SURF_AREA;SAMPLING;MOSS_IDENT;LICH_IDENT;;EXPOSURE;SLOPE;GEOL_SUBST;PEDOLOGY;;MANAGEMENT;LIGHTING;SOIL_PH;HYDRO;NUTRIENT;TEMPERATUR;CLIMATE;SALINITY;;COV_TOTAL;COV_TREES;COV_TREE40;COV_TREE20;COV_TREE10;COV_TREE6;COV_SHRUBS;COV_HERBS;COV_EMERGE;COV_FLOATG;COV_FLOOD;COV_MOSSES;COV_LICHEN;COV_ALGAE;COV_LITTER;COV_WATER;COV_ROCK;BRYO_LICH;;TREE_HIGH;TREE_LOW;SHRUB_HIGH;SHRUB_LOW;HERB_HIGH;HERB_LOW;HERB_MAX;CRYPT_HEIG;;ORIGIN_ALLI;ORIGIN_ASS;ORIGIN_SUB;REL_TYPE;PVF1;PVF2_ASS;PVF2_SUB;REVIEW_ASS;REVIEW_SUB;REV_SOURCE;REV_NAME;CLC;CATMINAT;N_2000;CAH_HAB;EUNIS;CORINE;;COMMENTS;OTHERINFO;
BD Orsay;T0002_12;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_13;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_14;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_15;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_16;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_17;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_18;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_19;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_20;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_21;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_22;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_23;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_24;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_25;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_26;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_27;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_28;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
BD Orsay;T0002_29;;Oui;19720101;PUTOT P.;Phytosociologie sigmatiste : estimation visuelle  de l'abondance des espèces selon l'approche Braun Blanquet.;_2_Braun_Blanquet;Point_approximatif;Google earth;5.972885;46.37418;;WGS84;;;;Haut Jura;;Contribution à l'étude de la végétation des prairies du Haut-Jura.- D.E.S., Univ. Besançon.;I;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrhenatherion elatioris Br.-Bl. 1925;Arrhenatheretum elatioris;;;;;;;;;;;;;;;;;;;
